,  ,  ,  , 19:50:09, 09/03/2024, Presentsent,20:09:02,05/03/2024,Present
3, 123, John Doe, Computer Science, 20:12:55, 09/03/2024, Present
 ,  ,  ,  , 21/04/2024, 00:44:42, Present
 ,  ,  ,  , 21/04/2024, 00:44:42, Present
 ,  ,  ,  , 21/04/2024, 00:44:42, Present
 ,  ,  ,  , 21/04/2024, 00:44:42, Present
 ,  ,  ,  , 21/04/2024, 00:44:42, Present
 ,  ,  ,  , 21/04/2024, 00:44:42, Present
 ,  ,  ,  , 21/04/2024, 00:44:42, Present
 ,  ,  ,  , 21/04/2024, 00:44:43, Present
 ,  ,  ,  , 21/04/2024, 00:44:43, Present
 ,  ,  ,  , 21/04/2024, 00:44:43, Present
 ,  ,  ,  , 21/04/2024, 00:44:43, Present
 ,  ,  ,  , 21/04/2024, 00:44:43, Present
 ,  ,  ,  , 21/04/2024, 00:44:43, Present
 ,  ,  ,  , 21/04/2024, 00:44:43, Present
 ,  ,  ,  , 21/04/2024, 00:44:43, Present
 ,  ,  ,  , 21/04/2024, 00:44:43, Present
 ,  ,  ,  , 21/04/2024, 00:44:44, Present
 ,  ,  ,  , 21/04/2024, 00:44:44, Present
 ,  ,  ,  , 21/04/2024, 00:44:44, Present
 ,  ,  ,  , 21/04/2024, 00:44:44, Present
 ,  ,  ,  , 21/04/2024, 00:44:44, Present
 ,  ,  ,  , 21/04/2024, 00:44:44, Present
 ,  ,  ,  , 21/04/2024, 00:44:44, Present
 ,  ,  ,  , 21/04/2024, 00:44:44, Present
 ,  ,  ,  , 21/04/2024, 00:44:45, Present
 ,  ,  ,  , 21/04/2024, 00:44:45, Present
 ,  ,  ,  , 21/04/2024, 00:44:45, Present
 ,  ,  ,  , 21/04/2024, 00:44:45, Present
 ,  ,  ,  , 21/04/2024, 00:44:45, Present
 ,  ,  ,  , 21/04/2024, 00:44:45, Present
 ,  ,  ,  , 21/04/2024, 00:44:45, Present
 ,  ,  ,  , 21/04/2024, 00:44:46, Present
 ,  ,  ,  , 21/04/2024, 00:44:46, Present
 ,  ,  ,  , 21/04/2024, 00:44:46, Present
 ,  ,  ,  , 21/04/2024, 00:44:46, Present
 ,  ,  ,  , 21/04/2024, 00:44:46, Present
 ,  ,  ,  , 21/04/2024, 00:44:46, Present
 ,  ,  ,  , 21/04/2024, 00:44:46, Present
 ,  ,  ,  , 21/04/2024, 00:44:46, Present
 ,  ,  ,  , 21/04/2024, 00:44:47, Present
 ,  ,  ,  , 21/04/2024, 00:44:47, Present
 ,  ,  ,  , 21/04/2024, 00:44:47, Present
 ,  ,  ,  , 21/04/2024, 00:44:47, Present
 ,  ,  ,  , 21/04/2024, 00:44:48, Present
 ,  ,  ,  , 21/04/2024, 00:44:48, Present
 ,  ,  ,  , 21/04/2024, 00:44:48, Present
 ,  ,  ,  , 21/04/2024, 00:44:48, Present
 ,  ,  ,  , 21/04/2024, 00:44:48, Present
 ,  ,  ,  , 21/04/2024, 00:44:48, Present
 ,  ,  ,  , 21/04/2024, 00:44:48, Present
 ,  ,  ,  , 21/04/2024, 00:44:48, Present
 ,  ,  ,  , 21/04/2024, 00:44:48, Present
 ,  ,  ,  , 21/04/2024, 00:44:48, Present
 ,  ,  ,  , 21/04/2024, 00:44:48, Present
 ,  ,  ,  , 21/04/2024, 00:44:49, Present
 ,  ,  ,  , 21/04/2024, 00:44:49, Present
 ,  ,  ,  , 21/04/2024, 00:44:49, Present
 ,  ,  ,  , 21/04/2024, 00:44:49, Present
 ,  ,  ,  , 21/04/2024, 00:44:49, Present
 ,  ,  ,  , 21/04/2024, 00:44:49, Present
 ,  ,  ,  , 21/04/2024, 00:44:49, Present
 ,  ,  ,  , 21/04/2024, 00:44:49, Present
 ,  ,  ,  , 21/04/2024, 00:44:49, Present
 ,  ,  ,  , 21/04/2024, 00:44:50, Present
 ,  ,  ,  , 21/04/2024, 00:44:50, Present
 ,  ,  ,  , 21/04/2024, 00:44:50, Present
 ,  ,  ,  , 21/04/2024, 00:44:50, Present
 ,  ,  ,  , 21/04/2024, 00:44:50, Present
 ,  ,  ,  , 21/04/2024, 00:44:50, Present
 ,  ,  ,  , 21/04/2024, 00:44:50, Present
 ,  ,  ,  , 21/04/2024, 00:44:50, Present
 ,  ,  ,  , 21/04/2024, 00:44:50, Present
 ,  ,  ,  , 21/04/2024, 00:44:50, Present
 ,  ,  ,  , 21/04/2024, 00:44:50, Present
 ,  ,  ,  , 21/04/2024, 00:44:51, Present
 ,  ,  ,  , 21/04/2024, 00:44:51, Present
 ,  ,  ,  , 21/04/2024, 00:44:51, Present
 ,  ,  ,  , 21/04/2024, 00:44:51, Present
 ,  ,  ,  , 21/04/2024, 00:44:51, Present
 ,  ,  ,  , 21/04/2024, 00:44:51, Present
 ,  ,  ,  , 21/04/2024, 00:44:51, Present
 ,  ,  ,  , 21/04/2024, 00:44:51, Present
 ,  ,  ,  , 21/04/2024, 00:44:51, Present
 ,  ,  ,  , 21/04/2024, 00:44:52, Present
 ,  ,  ,  , 21/04/2024, 00:44:52, Present
 ,  ,  ,  , 21/04/2024, 00:44:52, Present
 ,  ,  ,  , 21/04/2024, 00:44:52, Present
 ,  ,  ,  , 21/04/2024, 00:44:52, Present
 ,  ,  ,  , 21/04/2024, 00:44:52, Present
 ,  ,  ,  , 21/04/2024, 00:44:52, Present
 ,  ,  ,  , 21/04/2024, 00:44:52, Present
 ,  ,  ,  , 21/04/2024, 00:44:52, Present
 ,  ,  ,  , 21/04/2024, 00:44:52, Present
 ,  ,  ,  , 21/04/2024, 00:44:52, Present
 ,  ,  ,  , 21/04/2024, 00:44:53, Present
 ,  ,  ,  , 21/04/2024, 00:44:53, Present
 ,  ,  ,  , 21/04/2024, 00:44:53, Present
 ,  ,  ,  , 21/04/2024, 00:44:54, Present
 ,  ,  ,  , 21/04/2024, 00:44:55, Present
 ,  ,  ,  , 21/04/2024, 00:44:55, Present
 ,  ,  ,  , 21/04/2024, 00:45:44, Present
 ,  ,  ,  , 21/04/2024, 00:45:44, Present
 ,  ,  ,  , 21/04/2024, 00:45:44, Present
 ,  ,  ,  , 21/04/2024, 00:45:45, Present
 ,  ,  ,  , 21/04/2024, 00:45:45, Present
 ,  ,  ,  , 21/04/2024, 00:45:45, Present
 ,  ,  ,  , 21/04/2024, 00:45:45, Present
 ,  ,  ,  , 21/04/2024, 00:45:45, Present
 ,  ,  ,  , 21/04/2024, 00:45:45, Present
 ,  ,  ,  , 21/04/2024, 00:45:46, Present
 ,  ,  ,  , 21/04/2024, 00:45:46, Present
 ,  ,  ,  , 21/04/2024, 00:45:46, Present
 ,  ,  ,  , 21/04/2024, 00:45:46, Present
 ,  ,  ,  , 21/04/2024, 00:45:46, Present
 ,  ,  ,  , 21/04/2024, 00:45:46, Present
 ,  ,  ,  , 21/04/2024, 00:45:46, Present
 ,  ,  ,  , 21/04/2024, 00:45:46, Present
 ,  ,  ,  , 21/04/2024, 00:45:47, Present
 ,  ,  ,  , 21/04/2024, 00:45:47, Present
 ,  ,  ,  , 21/04/2024, 00:45:47, Present
 ,  ,  ,  , 21/04/2024, 00:45:47, Present
 ,  ,  ,  , 21/04/2024, 00:45:47, Present
 ,  ,  ,  , 21/04/2024, 00:45:47, Present
 ,  ,  ,  , 21/04/2024, 00:45:47, Present
 ,  ,  ,  , 21/04/2024, 00:45:47, Present
 ,  ,  ,  , 21/04/2024, 00:45:48, Present
 ,  ,  ,  , 21/04/2024, 00:45:48, Present
 ,  ,  ,  , 21/04/2024, 00:45:48, Present
 ,  ,  ,  , 21/04/2024, 00:45:49, Present
 ,  ,  ,  , 21/04/2024, 00:45:49, Present
 ,  ,  ,  , 21/04/2024, 00:45:49, Present
 ,  ,  ,  , 21/04/2024, 00:45:49, Present
 ,  ,  ,  , 21/04/2024, 00:45:49, Present
 ,  ,  ,  , 21/04/2024, 00:45:49, Present
 ,  ,  ,  , 21/04/2024, 00:45:49, Present
 ,  ,  ,  , 21/04/2024, 00:45:49, Present
 ,  ,  ,  , 21/04/2024, 00:45:51, Present
 ,  ,  ,  , 21/04/2024, 00:45:51, Present
 ,  ,  ,  , 21/04/2024, 00:45:51, Present
 ,  ,  ,  , 21/04/2024, 00:45:51, Present
 ,  ,  ,  , 21/04/2024, 00:45:52, Present
 ,  ,  ,  , 21/04/2024, 00:45:52, Present
 ,  ,  ,  , 21/04/2024, 00:45:52, Present
 ,  ,  ,  , 21/04/2024, 00:45:52, Present
 ,  ,  ,  , 21/04/2024, 00:45:52, Present
 ,  ,  ,  , 21/04/2024, 00:45:52, Present
 ,  ,  ,  , 21/04/2024, 00:45:52, Present
 ,  ,  ,  , 21/04/2024, 00:45:53, Present
 ,  ,  ,  , 21/04/2024, 00:45:53, Present
 ,  ,  ,  , 21/04/2024, 00:45:53, Present
 ,  ,  ,  , 21/04/2024, 00:45:53, Present
 ,  ,  ,  , 21/04/2024, 00:45:53, Present
 ,  ,  ,  , 21/04/2024, 00:45:53, Present
 ,  ,  ,  , 21/04/2024, 00:45:54, Present
 ,  ,  ,  , 21/04/2024, 00:45:54, Present
 ,  ,  ,  , 21/04/2024, 00:45:54, Present
 ,  ,  ,  , 21/04/2024, 00:45:54, Present
 ,  ,  ,  , 21/04/2024, 00:45:54, Present
 ,  ,  ,  , 21/04/2024, 00:45:54, Present
 ,  ,  ,  , 21/04/2024, 00:45:55, Present
 ,  ,  ,  , 21/04/2024, 00:45:55, Present
 ,  ,  ,  , 21/04/2024, 00:45:56, Present
 ,  ,  ,  , 21/04/2024, 00:45:56, Present
 ,  ,  ,  , 21/04/2024, 00:45:56, Present
 ,  ,  ,  , 21/04/2024, 00:45:56, Present
 ,  ,  ,  , 21/04/2024, 00:45:56, Present
 ,  ,  ,  , 21/04/2024, 00:45:57, Present
 ,  ,  ,  , 21/04/2024, 00:45:57, Present
 ,  ,  ,  , 21/04/2024, 00:45:57, Present
 ,  ,  ,  , 21/04/2024, 00:45:57, Present
 ,  ,  ,  , 21/04/2024, 00:45:57, Present
 ,  ,  ,  , 21/04/2024, 00:45:58, Present
 ,  ,  ,  , 21/04/2024, 00:45:58, Present
 ,  ,  ,  , 21/04/2024, 00:45:58, Present
 ,  ,  ,  , 21/04/2024, 00:45:58, Present
 ,  ,  ,  , 21/04/2024, 00:45:59, Present
 ,  ,  ,  , 21/04/2024, 00:45:59, Present
 ,  ,  ,  , 21/04/2024, 00:45:59, Present
 ,  ,  ,  , 21/04/2024, 00:45:59, Present
 ,  ,  ,  , 21/04/2024, 00:45:59, Present
 ,  ,  ,  , 21/04/2024, 00:45:59, Present
 ,  ,  ,  , 21/04/2024, 00:45:59, Present
 ,  ,  ,  , 21/04/2024, 00:46:00, Present
 ,  ,  ,  , 21/04/2024, 00:46:00, Present
 ,  ,  ,  , 21/04/2024, 00:46:00, Present
 ,  ,  ,  , 21/04/2024, 00:46:00, Present
 ,  ,  ,  , 21/04/2024, 00:46:00, Present
 ,  ,  ,  , 21/04/2024, 00:46:00, Present
 ,  ,  ,  , 21/04/2024, 00:46:00, Present
 ,  ,  ,  , 21/04/2024, 00:46:01, Present
 ,  ,  ,  , 21/04/2024, 00:46:01, Present
 ,  ,  ,  , 21/04/2024, 00:46:01, Present
 ,  ,  ,  , 21/04/2024, 00:46:02, Present
 ,  ,  ,  , 21/04/2024, 00:46:02, Present
 ,  ,  ,  , 21/04/2024, 00:46:02, Present
 ,  ,  ,  , 21/04/2024, 00:46:03, Present
 ,  ,  ,  , 21/04/2024, 00:46:04, Present
 ,  ,  ,  , 21/04/2024, 00:46:04, Present
 ,  ,  ,  , 21/04/2024, 00:46:04, Present
 ,  ,  ,  , 21/04/2024, 00:46:04, Present
 ,  ,  ,  , 21/04/2024, 00:46:05, Present
 ,  ,  ,  , 21/04/2024, 00:46:05, Present
 ,  ,  ,  , 21/04/2024, 00:46:05, Present
 ,  ,  ,  , 21/04/2024, 00:46:05, Present
 ,  ,  ,  , 21/04/2024, 00:46:05, Present
 ,  ,  ,  , 21/04/2024, 00:46:05, Present
 ,  ,  ,  , 21/04/2024, 00:46:05, Present
 ,  ,  ,  , 21/04/2024, 00:46:06, Present
 ,  ,  ,  , 21/04/2024, 00:46:06, Present
 ,  ,  ,  , 21/04/2024, 00:46:06, Present
 ,  ,  ,  , 21/04/2024, 00:46:06, Present
 ,  ,  ,  , 21/04/2024, 00:46:06, Present
 ,  ,  ,  , 21/04/2024, 00:46:06, Present
 ,  ,  ,  , 21/04/2024, 00:46:06, Present
 ,  ,  ,  , 21/04/2024, 00:46:08, Present
 ,  ,  ,  , 21/04/2024, 00:46:08, Present
 ,  ,  ,  , 21/04/2024, 00:46:08, Present
 ,  ,  ,  , 21/04/2024, 00:46:08, Present
 ,  ,  ,  , 21/04/2024, 00:46:08, Present
 ,  ,  ,  , 21/04/2024, 00:46:08, Present
 ,  ,  ,  , 21/04/2024, 00:46:08, Present
 ,  ,  ,  , 21/04/2024, 00:46:08, Present
 ,  ,  ,  , 21/04/2024, 00:46:09, Present
 ,  ,  ,  , 21/04/2024, 00:46:09, Present
 ,  ,  ,  , 21/04/2024, 00:46:09, Present
 ,  ,  ,  , 21/04/2024, 00:46:09, Present
 ,  ,  ,  , 21/04/2024, 00:46:09, Present
 ,  ,  ,  , 21/04/2024, 00:46:09, Present
 ,  ,  ,  , 21/04/2024, 00:46:09, Present
 ,  ,  ,  , 21/04/2024, 00:46:10, Present
 ,  ,  ,  , 21/04/2024, 00:46:10, Present
 ,  ,  ,  , 21/04/2024, 00:46:10, Present
 ,  ,  ,  , 21/04/2024, 00:46:13, Present
 ,  ,  ,  , 21/04/2024, 00:46:13, Present
 ,  ,  ,  , 21/04/2024, 00:46:13, Present
 ,  ,  ,  , 21/04/2024, 00:46:13, Present
 ,  ,  ,  , 21/04/2024, 00:46:14, Present
 ,  ,  ,  , 21/04/2024, 00:46:14, Present
 ,  ,  ,  , 21/04/2024, 00:46:14, Present
 ,  ,  ,  , 21/04/2024, 00:46:14, Present
 ,  ,  ,  , 21/04/2024, 00:46:14, Present
 ,  ,  ,  , 21/04/2024, 00:46:14, Present
 ,  ,  ,  , 21/04/2024, 00:46:14, Present
 ,  ,  ,  , 21/04/2024, 00:46:14, Present
 ,  ,  ,  , 21/04/2024, 00:46:14, Present
 ,  ,  ,  , 21/04/2024, 00:46:14, Present
 ,  ,  ,  , 21/04/2024, 00:46:14, Present
 ,  ,  ,  , 21/04/2024, 00:46:15, Present
 ,  ,  ,  , 21/04/2024, 00:46:15, Present
, , , , 23/04/2024, 01:03:01, Present
, , , , 23/04/2024, 01:03:01, Present
, , , , 23/04/2024, 01:03:06, Present
, , , , 23/04/2024, 01:03:06, Present
, , , , 23/04/2024, 01:03:06, Present
, , , , 23/04/2024, 01:03:06, Present
, , , , 23/04/2024, 01:03:07, Present
, , , , 23/04/2024, 01:03:08, Present
, , , , 23/04/2024, 01:03:11, Present
, , , , 23/04/2024, 01:03:15, Present
, , , , 23/04/2024, 01:03:15, Present
, , , , 23/04/2024, 01:03:15, Present
, , , , 23/04/2024, 01:03:17, Present
, , , , 23/04/2024, 01:03:20, Present
, , , , 23/04/2024, 01:03:21, Present
, , , , 23/04/2024, 01:03:21, Present
, , , , 23/04/2024, 01:03:21, Present
, , , , 23/04/2024, 01:03:21, Present
, , , , 23/04/2024, 01:03:21, Present
, , , , 23/04/2024, 01:03:21, Present
, , , , 23/04/2024, 01:03:21, Present
, , , , 23/04/2024, 01:03:21, Present
, , , , 23/04/2024, 01:03:21, Present
, , , , 23/04/2024, 01:03:22, Present
, , , , 23/04/2024, 01:03:22, Present
, , , , 23/04/2024, 01:03:22, Present
, , , , 23/04/2024, 01:03:22, Present
, , , , 23/04/2024, 01:03:22, Present
, , , , 23/04/2024, 01:03:22, Present
, , , , 23/04/2024, 01:03:22, Present
, , , , 23/04/2024, 01:03:22, Present
, , , , 23/04/2024, 01:03:23, Present
, , , , 23/04/2024, 01:03:23, Present
, , , , 23/04/2024, 01:03:23, Present
, , , , 23/04/2024, 01:03:23, Present
, , , , 23/04/2024, 01:03:23, Present
, , , , 23/04/2024, 01:03:23, Present
, , , , 23/04/2024, 01:03:23, Present
, , , , 23/04/2024, 01:03:23, Present
, , , , 23/04/2024, 01:03:24, Present
, , , , 23/04/2024, 01:03:24, Present
, , , , 23/04/2024, 01:03:24, Present
, , , , 23/04/2024, 01:03:24, Present
, , , , 23/04/2024, 01:03:24, Present
, , , , 23/04/2024, 01:05:31, Present
, , , , 23/04/2024, 01:05:31, Present
, , , , 23/04/2024, 01:05:31, Present
, , , , 23/04/2024, 01:05:32, Present
, , , , 23/04/2024, 01:05:32, Present
, , , , 23/04/2024, 01:05:32, Present
, , , , 23/04/2024, 01:05:32, Present
, , , , 23/04/2024, 01:05:32, Present
, , , , 23/04/2024, 01:05:32, Present
, , , , 23/04/2024, 01:05:32, Present
, , , , 23/04/2024, 01:05:32, Present
, , , , 23/04/2024, 01:05:33, Present
, , , , 23/04/2024, 01:05:33, Present
, , , , 23/04/2024, 01:05:33, Present
, , , , 23/04/2024, 01:05:33, Present
, , , , 23/04/2024, 01:05:33, Present
, , , , 23/04/2024, 01:05:33, Present
, , , , 23/04/2024, 01:05:33, Present
, , , , 23/04/2024, 01:05:34, Present
, , , , 23/04/2024, 01:05:34, Present
, , , , 23/04/2024, 01:05:34, Present
, , , , 23/04/2024, 01:05:34, Present
, , , , 23/04/2024, 01:05:34, Present
, , , , 23/04/2024, 01:05:34, Present
, , , , 23/04/2024, 01:05:34, Present
, , , , 23/04/2024, 01:05:35, Present
, , , , 23/04/2024, 01:05:35, Present
, , , , 23/04/2024, 01:05:35, Present
, , , , 23/04/2024, 01:05:35, Present
, , , , 23/04/2024, 01:05:35, Present
, , , , 23/04/2024, 01:05:35, Present
, , , , 23/04/2024, 01:05:35, Present
, , , , 23/04/2024, 01:05:36, Present
, , , , 23/04/2024, 01:05:36, Present
, , , , 23/04/2024, 01:05:36, Present
, , , , 23/04/2024, 01:05:36, Present
, , , , 23/04/2024, 01:05:36, Present
, , , , 23/04/2024, 01:05:36, Present
, , , , 23/04/2024, 01:05:36, Present
, , , , 23/04/2024, 01:05:36, Present
, , , , 23/04/2024, 01:05:37, Present
, , , , 23/04/2024, 01:05:37, Present
, , , , 23/04/2024, 01:05:37, Present
, , , , 23/04/2024, 01:05:37, Present
, , , , 23/04/2024, 01:05:37, Present
, , , , 23/04/2024, 01:05:37, Present
, , , , 23/04/2024, 01:05:37, Present
, , , , 23/04/2024, 01:05:38, Present
, , , , 23/04/2024, 01:05:38, Present
, , , , 23/04/2024, 01:05:38, Present
, , , , 23/04/2024, 01:05:38, Present
, , , , 23/04/2024, 01:05:38, Present
, , , , 23/04/2024, 01:05:38, Present
, , , , 23/04/2024, 01:05:39, Present
, , , , 23/04/2024, 01:05:39, Present
, , , , 23/04/2024, 01:05:39, Present
, , , , 23/04/2024, 01:05:39, Present
, , , , 23/04/2024, 01:05:39, Present
, , , , 23/04/2024, 01:05:39, Present
, , , , 23/04/2024, 01:05:39, Present
, , , , 23/04/2024, 01:05:40, Present
, , , , 23/04/2024, 01:05:40, Present
, , , , 23/04/2024, 01:05:40, Present
, , , , 23/04/2024, 01:05:40, Present
, , , , 23/04/2024, 01:05:40, Present
, , , , 23/04/2024, 01:05:40, Present
, , , , 23/04/2024, 01:05:40, Present
, , , , 23/04/2024, 01:05:40, Present
, , , , 23/04/2024, 01:05:40, Present
, , , , 23/04/2024, 01:05:41, Present
, , , , 23/04/2024, 01:05:41, Present
, , , , 23/04/2024, 01:05:41, Present
, , , , 23/04/2024, 01:05:41, Present
, , , , 23/04/2024, 01:05:41, Present
, , , , 23/04/2024, 01:05:41, Present
, , , , 23/04/2024, 01:05:41, Present
, , , , 23/04/2024, 01:05:41, Present
, , , , 23/04/2024, 01:05:42, Present
, , , , 23/04/2024, 01:05:42, Present
, , , , 23/04/2024, 01:05:42, Present
, , , , 23/04/2024, 01:05:42, Present
, , , , 23/04/2024, 01:05:42, Present
, , , , 23/04/2024, 01:05:42, Present
, , , , 23/04/2024, 01:05:42, Present
, , , , 23/04/2024, 01:05:42, Present
, , , , 23/04/2024, 01:05:42, Present
, , , , 23/04/2024, 01:05:42, Present
, , , , 23/04/2024, 01:05:43, Present
, , , , 23/04/2024, 01:05:43, Present
, , , , 23/04/2024, 01:05:43, Present
, , , , 23/04/2024, 01:05:43, Present
, , , , 23/04/2024, 01:05:43, Present
, , , , 23/04/2024, 01:05:43, Present
, , , , 23/04/2024, 01:05:43, Present
, , , , 23/04/2024, 01:05:43, Present
, , , , 23/04/2024, 01:05:44, Present
, , , , 23/04/2024, 01:05:44, Present
, , , , 23/04/2024, 01:05:44, Present
, , , , 23/04/2024, 01:05:44, Present
, , , , 23/04/2024, 01:05:44, Present
, , , , 23/04/2024, 01:05:44, Present
, , , , 23/04/2024, 01:05:45, Present
, , , , 23/04/2024, 01:05:45, Present
, , , , 23/04/2024, 01:05:45, Present
, , , , 23/04/2024, 01:05:45, Present
, , , , 23/04/2024, 01:05:45, Present
, , , , 23/04/2024, 01:05:45, Present
, , , , 23/04/2024, 01:05:45, Present
, , , , 23/04/2024, 01:05:46, Present
, , , , 23/04/2024, 01:05:46, Present
, , , , 23/04/2024, 01:05:46, Present
, , , , 23/04/2024, 01:05:46, Present
, , , , 23/04/2024, 01:05:46, Present
, , , , 23/04/2024, 01:05:46, Present
, , , , 23/04/2024, 01:05:46, Present
, , , , 23/04/2024, 01:05:46, Present
, , , , 23/04/2024, 01:05:47, Present
, , , , 23/04/2024, 01:05:47, Present
, , , , 23/04/2024, 01:05:47, Present
, , , , 23/04/2024, 01:05:47, Present
, , , , 23/04/2024, 01:05:47, Present
, , , , 23/04/2024, 01:05:47, Present
, , , , 23/04/2024, 01:05:47, Present
, , , , 23/04/2024, 01:05:47, Present
, , , , 23/04/2024, 01:05:48, Present
, , , , 23/04/2024, 01:05:48, Present
, , , , 23/04/2024, 01:05:48, Present
, , , , 23/04/2024, 01:05:48, Present
, , , , 23/04/2024, 01:05:48, Present
, , , , 23/04/2024, 01:05:48, Present
, , , , 23/04/2024, 01:05:48, Present
, , , , 23/04/2024, 01:05:48, Present
, , , , 23/04/2024, 01:05:49, Present
, , , , 23/04/2024, 01:05:49, Present
, , , , 23/04/2024, 01:05:49, Present
, , , , 23/04/2024, 01:05:49, Present
, , , , 23/04/2024, 01:05:49, Present
, , , , 23/04/2024, 01:05:49, Present
, , , , 23/04/2024, 01:05:49, Present
, , , , 23/04/2024, 01:05:50, Present
, , , , 23/04/2024, 01:05:50, Present
, , , , 23/04/2024, 01:05:50, Present
, , , , 23/04/2024, 01:05:50, Present
, , , , 23/04/2024, 01:05:50, Present
, , , , 23/04/2024, 01:05:50, Present
, , , , 23/04/2024, 01:05:50, Present
, , , , 23/04/2024, 01:05:51, Present
, , , , 23/04/2024, 01:05:51, Present
, , , , 23/04/2024, 01:05:51, Present
, , , , 23/04/2024, 01:06:35, Present
, , , , 23/04/2024, 01:06:35, Present
, , , , 23/04/2024, 01:06:36, Present
, , , , 23/04/2024, 01:06:36, Present
, , , , 23/04/2024, 01:06:36, Present
, , , , 23/04/2024, 01:06:36, Present
, , , , 23/04/2024, 01:06:36, Present
, , , , 23/04/2024, 01:06:36, Present
, , , , 23/04/2024, 01:06:36, Present
, , , , 23/04/2024, 01:06:36, Present
, , , , 23/04/2024, 01:06:37, Present
, , , , 23/04/2024, 01:06:37, Present
, , , , 23/04/2024, 01:06:37, Present
, , , , 23/04/2024, 01:06:37, Present
, , , , 23/04/2024, 01:06:37, Present
, , , , 23/04/2024, 01:06:37, Present
, , , , 23/04/2024, 01:06:37, Present
 ,  ,  ,  , 23/04/2024, 01:11:54, Present
 ,  ,  ,  , 23/04/2024, 01:11:54, Present
 ,  ,  ,  , 23/04/2024, 01:11:54, Present
 ,  ,  ,  , 23/04/2024, 01:11:54, Present
 ,  ,  ,  , 23/04/2024, 01:11:55, Present
 ,  ,  ,  , 23/04/2024, 01:11:55, Present
 ,  ,  ,  , 23/04/2024, 01:11:55, Present
 ,  ,  ,  , 23/04/2024, 01:11:55, Present
 ,  ,  ,  , 23/04/2024, 01:11:55, Present
 ,  ,  ,  , 23/04/2024, 01:11:55, Present
 ,  ,  ,  , 23/04/2024, 01:11:55, Present
 ,  ,  ,  , 23/04/2024, 01:11:56, Present
 ,  ,  ,  , 23/04/2024, 01:11:56, Present
 ,  ,  ,  , 23/04/2024, 01:11:56, Present
 ,  ,  ,  , 23/04/2024, 01:11:56, Present
 ,  ,  ,  , 23/04/2024, 01:11:56, Present
 ,  ,  ,  , 23/04/2024, 01:11:56, Present
 ,  ,  ,  , 23/04/2024, 01:11:57, Present
 ,  ,  ,  , 23/04/2024, 01:11:57, Present
 ,  ,  ,  , 23/04/2024, 01:11:57, Present
 ,  ,  ,  , 23/04/2024, 01:11:57, Present
 ,  ,  ,  , 23/04/2024, 01:11:57, Present
 ,  ,  ,  , 23/04/2024, 01:11:57, Present
 ,  ,  ,  , 23/04/2024, 01:11:58, Present
 ,  ,  ,  , 23/04/2024, 01:11:58, Present
 ,  ,  ,  , 23/04/2024, 01:11:58, Present
 ,  ,  ,  , 23/04/2024, 01:11:58, Present
 ,  ,  ,  , 23/04/2024, 01:11:58, Present
 ,  ,  ,  , 23/04/2024, 01:11:58, Present
 ,  ,  ,  , 23/04/2024, 01:11:59, Present
 ,  ,  ,  , 23/04/2024, 01:11:59, Present
 ,  ,  ,  , 23/04/2024, 01:11:59, Present
 ,  ,  ,  , 23/04/2024, 01:11:59, Present
 ,  ,  ,  , 23/04/2024, 01:11:59, Present
 ,  ,  ,  , 23/04/2024, 01:11:59, Present
 ,  ,  ,  , 23/04/2024, 01:11:59, Present
 ,  ,  ,  , 23/04/2024, 01:12:00, Present
 ,  ,  ,  , 23/04/2024, 01:12:00, Present
 ,  ,  ,  , 23/04/2024, 01:12:00, Present
 ,  ,  ,  , 23/04/2024, 01:12:00, Present
 ,  ,  ,  , 23/04/2024, 01:12:00, Present
 ,  ,  ,  , 23/04/2024, 01:12:00, Present
 ,  ,  ,  , 23/04/2024, 01:12:00, Present
 ,  ,  ,  , 23/04/2024, 01:12:00, Present
 ,  ,  ,  , 23/04/2024, 01:12:01, Present
 ,  ,  ,  , 23/04/2024, 01:12:35, Present
 ,  ,  ,  , 23/04/2024, 01:12:35, Present
 ,  ,  ,  , 23/04/2024, 01:12:35, Present
 ,  ,  ,  , 23/04/2024, 01:12:36, Present
 ,  ,  ,  , 23/04/2024, 01:12:36, Present
 ,  ,  ,  , 23/04/2024, 01:12:36, Present
 ,  ,  ,  , 23/04/2024, 01:12:36, Present
 ,  ,  ,  , 23/04/2024, 01:12:36, Present
 ,  ,  ,  , 23/04/2024, 01:12:36, Present
 ,  ,  ,  , 23/04/2024, 01:12:36, Present
 ,  ,  ,  , 23/04/2024, 01:12:36, Present
 ,  ,  ,  , 23/04/2024, 01:12:37, Present
 ,  ,  ,  , 23/04/2024, 01:12:37, Present
 ,  ,  ,  , 23/04/2024, 01:12:37, Present
 ,  ,  ,  , 23/04/2024, 01:12:37, Present
 ,  ,  ,  , 23/04/2024, 01:12:37, Present
 ,  ,  ,  , 23/04/2024, 01:12:37, Present
 ,  ,  ,  , 23/04/2024, 01:12:37, Present
 ,  ,  ,  , 23/04/2024, 01:12:37, Present
 ,  ,  ,  , 23/04/2024, 01:12:38, Present
 ,  ,  ,  , 23/04/2024, 01:12:38, Present
 ,  ,  ,  , 23/04/2024, 01:12:38, Present
 ,  ,  ,  , 23/04/2024, 01:12:38, Present
 ,  ,  ,  , 23/04/2024, 01:12:38, Present
 ,  ,  ,  , 23/04/2024, 01:12:38, Present
 ,  ,  ,  , 23/04/2024, 01:12:38, Present
